i_item_sk,i_item_desc,i_brand,i_class,i_category,i_manufact,i_color,i_units,i_container,i_product_name
437,"Great, early forces determine. Possibly major departments cast more after a years. Very parliamentary homes","corpmaxi #8","golf","Sports","antin st","thistle","Lb","Unknown","ationpriese"
461,"Recent flowers should trace alike hard questions. Small areas could not give easy, enthusiastic ends. Obvious concessions shall relate never reasons. Italian, acute officers c","maxinameless #2","optics","Sports","ationn stcally","salmon","Ton","Unknown","oughtcallyese"
515,"Relations could watch out of the women. Jobs should see exc","importomaxi #6","guns","Sports","eingbarpri","peach","N/A","Unknown","antioughtanti"
546,"Similar, specific writings can enable un","corpmaxi #7","golf","Sports","eingeingable","pink","Pallet","Unknown","callyeseanti"
550,"Arguments used to make originally discussions. Clear, great strategies will want geographical railways. Important patients ought to protect right also western children. French circumstances get up to","namelessnameless #1","outdoor","Sports","ablen stpri","saddle","Dram","Unknown","barantianti"
551,"English, revolutionary programs delay as regular, new risks. Times count once great, important teeth. Colours pay dev","exportimaxi #2","sailing","Sports","ablen stpri","wheat","Cup","Unknown","oughtantianti"
569,"Local windows go right complet","namelessnameless #10","outdoor","Sports","antieing","sky","Box","Unknown","n stcallyanti"
570,"Local windows go right complet","edu packnameless #1","camping","Sports","antieing","ivory","Lb","Unknown","barationanti"
581,"Available, major villages may use long over a daughters. Involved personnel sleep weak police. Physical names may lose extra arr","scholarnameless #2","fitness","Sports","callyeingable","orange","Cup","Unknown","oughteinganti"
596,"Statistical,","amalgmaxi #7","archery","Sports","callyn stought","forest","Ounce","Unknown","callyn stanti"
630,"Further operational managers may tell up a children. Scenes say reservations. No longer unfair patients travel just corporate standards","edu packmaxi #1","tennis","Sports","callyesepri","papaya","Unknown","Unknown","barprically"
643,"Long old elements consider often just great conservatives; likely, foreign consequences may remember; massive","corpmaxi #4","golf","Sports","oughtought","thistle","Case","Unknown","priesecally"
645,"At least healthy months may accept most never financial studies. As religious others decide social, small cuts. Little lines might get only hot ideas; just very remains should emulate with a workers.","exportimaxi #6","sailing","Sports","ableeseable","slate","Bunch","Unknown","antiesecally"
658,"Ever informal books suffice as available developments. Outside patterns might drive like a organisations. Generally political characters might not know finally new interests. Recently old shops wo","exportimaxi #9","sailing","Sports","pribaranti","pale","Pallet","Unknown","eingantically"
663,"Large, mass ways ought to make very different, right conservatives. Black, diplomatic observers must cope only firm responsibilities. Only global methods thrive so southern places. Answers give. Grea","maxinameless #4","optics","Sports","ablebarought","tomato","Each","Unknown","pricallycally"
665,"Then long groups must allow a little prices; most rare plans might help in a services. Meanwhile good youngsters shall dream other,","exportinameless #6","basketball","Sports","callyn stn st","turquoise","Bunch","Unknown","anticallycally"
673,"Past, adequate years may not worry also open male","maxinameless #4","optics","Sports","eingantiable","thistle","Tbl","Unknown","priationcally"
688,"Long managerial powers could make also lexical principal children. Very blank authors used","edu packmaxi #9","tennis","Sports","oughteingought","goldenrod","Cup","Unknown","eingeingcally"
691,"French nations demonstrate in an skills. Rooms carry rural guidelines; options pay splendid, square fields; prices overcome small, racial parts. Weeks cannot preserve all but lakes. F","brandnameless #2","hockey","Sports","esebarought","papaya","Pound","Unknown","oughtn stcally"
694,"Regular,","univmaxi #5","pools","Sports","n steseable","seashell","Pound","Unknown","esen stcally"
698,"Top, correct qualifications grab parts","edu packnameless #9","camping","Sports","prioughtanti","lawn","Tsp","Unknown","eingn stcally"
700,"Now silly doctors make units. Evenly natural figures cannot rectify so unpleasant eyes. Top proceedings follow. Steps try quite dependent, financial tanks. Already","namelessnameless #1","outdoor","Sports","n stn stese","salmon","Ounce","Unknown","barbaration"
719,"Highly head motives add readily similarly detailed demands. Most young styles should ap","brandnameless #10","hockey","Sports","pripriought","sienna","N/A","Unknown","n stoughtation"
722,"Cells will say quite with the manufacturers. Immediate steps shall assess hardly. Legal, high policies recognize also significant politicians. Only, political companies must not run d","scholarmaxi #3","fishing","Sports","n steingable","steel","Bundle","Unknown","ableableation"
733,"Effects used to look in a aspects. More domestic changes could turn away medieval, financial families. Domestic, alone techniques should we","scholarmaxi #4","fishing","Sports","oughtableation","moccasin","Lb","Unknown","pripriation"
747,"Multiple friends will not find very able results. Farmers see as. Demanding islands cut suddenly. Speakers will imagine highly old patients. Leaves used to conside","importomaxi #8","guns","Sports","oughtbarpri","plum","Case","Unknown","ationeseation"
777,"Early measures shall not replace nearly. Rates should not assume cheap. Difficult, i","importonameless #8","baseball","Sports","eingableese","grey","Oz","Unknown","ationationation"
779,"Other, primary societies would come woods. Schemes see in a substances. Relations may quote right. Here small holidays must know during the dogs. We","edu packnameless #10","camping","Sports","ableation","cyan","Tsp","Unknown","n stationation"
786,"Buses may pay good millions; very strong offices should use in a","exportimaxi #7","sailing","Sports","antically","midnight","Dozen","Unknown","callyeingation"
792,"Patients pick quite never heavy rooms. Then cold personnel understand different, new peasants; important, permanent words describe also from a schools. Interests send both on","scholarmaxi #3","fishing","Sports","ationn stable","sky","Lb","Unknown","ablen station"
808,"Valuable officers must not put for the defences; purposes hurt in particular by a structures;","scholarnameless #9","fitness","Sports","oughtablepri","powder","N/A","Unknown","eingbareing"
815,"Closer additional revenues see. Workers get sure, high definitions. Tall words take once more very important studies. Typically","edu packnameless #6","camping","Sports","eingationought","hot","Pound","Unknown","antioughteing"
835,"Institutional, ethical minutes say sources. Great lectures shall buy of course therefore steep men. Social sources go. Members meet all. All heavy tons will concentrate in the books;","scholarmaxi #6","fishing","Sports","ableantiation","pink","Carton","Unknown","antiprieing"
837,"Parts might remind of course technical, alternative hopes; secondary situations help ever. Con","amalgnameless #8","athletic shoes","Sports","n stbarese","purple","Oz","Unknown","ationprieing"
840,"Lightly old schools access functions; necessary, open women will achieve","brandnameless #1","hockey","Sports","barableese","wheat","Bunch","Unknown","bareseeing"
896,"Instead local goods heat better metropolitan nations; however different posts remember normally in a minds. So good visitors","edu packnameless #7","camping","Sports","callyation","plum","Pound","Unknown","callyn steing"
903,"Back, heavy partners point more then nice problems. Now catholic eyes should keep with a types. Police say for a charges. Surv","importomaxi #4","guns","Sports","eingese","royal","Dram","Unknown","pribarn st"
904,"Weeks must twist. Children fall for a girls; gr","corpnameless #5","football","Sports","ablebarcally","sky","Gross","Unknown","esebarn st"
909,"Important, recent minerals will not go scottish peasants. Only, strong flowers could not agree. Good, american categories should not lik","corpmaxi #10","golf","Sports","n steingable","orange","Each","Unknown","n stbarn st"
